Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Complexity Average,Owned Users,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt,Domains_Abstract Games,Domains_Children's Games,Domains_Customizable Games,Domains_Family Games,Domains_Party Games,Domains_Strategy Games,Domains_Thematic Games,Domains_Unknown,Domains_Wargames,target
Star Wars Labyrinth,2012,2,4,30,7,151.0,1.17,409,5.54983,43.0,15.0,31.0,23007.0,429.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.09
"Europa: Paris ist ja klar, aber wo liegt C¢rdoba?",2009,2,6,45,10,84.0,1.71,166,5.55255,14.0,1.0,13.0,7546.0,146.0,0.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.55
A las Barricadas! (2nd Edition),2015,2,2,120,12,64.0,3.0,233,5.55223,48.0,22.0,23.0,46637.0,85.0,0.0,2.0,3.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.29
Corruption,2000,3,7,45,10,337.0,1.82,692,5.5509,148.0,6.0,132.0,43868.0,299.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.82
Iberian Railways,2017,3,5,60,14,64.0,2.0,165,5.55307,54.0,22.0,42.0,13192.0,146.0,0.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.82
Castle Merchants,2005,2,4,45,10,359.0,1.92,699,5.54983,622.0,9.0,205.0,73465.0,433.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.78
Skippity,2010,2,4,30,5,108.0,2.17,218,5.55206,54.0,3.0,42.0,22753.0,376.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4
Riga,2017,2,4,50,10,115.0,2.0,286,5.55148,83.0,4.0,53.0,26510.0,288.0,0.0,3.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.27
War & Peace,2012,2,5,180,0,75.0,2.29,216,5.55149,85.0,14.0,43.0,82061.0,66.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.74
Thunder's Edge,1999,3,5,300,12,146.0,3.13,392,5.55065,185.0,11.0,66.0,40857.0,49.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.17
The Long Road,2018,2,4,45,8,57.0,2.0,134,5.55114,10.0,2.0,6.0,10202.0,124.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.01
Gold River,2020,2,5,35,8,68.0,1.5,136,5.55245,10.0,32.0,17.0,14624.0,190.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.85
A las Barricadas!,2006,2,2,120,12,68.0,2.73,139,5.55055,66.0,8.0,40.0,52803.0,102.0,0.0,1.0,3.0,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.13
Nika,2014,2,4,30,8,102.0,2.2,271,5.55057,127.0,7.0,58.0,53903.0,133.0,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.51
Pirates of the Caribbean PocketModel Game,2007,2,10,30,8,79.0,1.5,233,5.54781,36.0,6.0,21.0,30825.0,23.0,0.0,7.0,7.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.81
Gamedec,2013,1,6,75,12,116.0,3.17,178,5.54812,34.0,7.0,12.0,13899.0,78.0,0.0,3.0,4.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.61
Speakeasy,2014,2,2,30,8,113.0,1.88,224,5.55056,50.0,2.0,35.0,28047.0,180.0,0.0,5.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.31
Expedition Altiplano,2006,2,2,30,10,179.0,1.94,521,5.54913,158.0,9.0,71.0,39409.0,321.0,0.0,3.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.07
The Mediterranean,2005,0,0,480,12,60.0,3.31,258,5.54773,17.0,12.0,37.0,29952.0,10.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.96
Burgenland,2014,2,4,45,8,144.0,2.2,240,5.55108,99.0,8.0,38.0,28457.0,214.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.12
The Refuge: Terror from the Deep,2019,1,6,60,14,61.0,2.0,209,5.55804,44.0,19.0,41.0,35351.0,135.0,0.0,3.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.49
The Genius Square,2018,1,2,30,6,83.0,1.0,169,5.55784,7.0,5.0,32.0,12506.0,1093.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73
Bruti,2015,2,4,50,14,296.0,1.76,384,5.55084,30.0,1.0,67.0,19749.0,196.0,0.0,4.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.87
Phantom,2012,2,2,30,10,104.0,2.0,246,5.55071,113.0,7.0,29.0,26017.0,187.0,0.0,3.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.37
Pitch'n Dunk,2011,2,2,20,8,38.0,1.83,78,5.55128,10.0,10.0,10.0,8365.0,64.0,0.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.7
Kung Fur Fight!,2018,2,2,30,10,52.0,2.5,64,5.55246,22.0,5.0,20.0,7993.0,78.0,0.0,3.0,3.0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01
Gauner raus!,2016,2,4,60,10,89.0,2.75,159,5.55278,66.0,6.0,26.0,14561.0,271.0,0.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.66
18PA,2011,3,5,180,0,46.0,3.5,58,5.55036,21.0,33.0,16.0,10786.0,158.0,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.26
"Lion of Judah: The War for Ethiopia, 1935-1941",2017,2,2,240,0,44.0,3.4,220,5.55517,47.0,16.0,26.0,27238.0,36.0,0.0,2.0,1.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.63
Victory in Vietnam,1999,2,2,180,12,46.0,3.13,176,5.55033,52.0,22.0,44.0,41320.0,35.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.48
Kazaam,2008,2,5,60,8,227.0,1.82,201,5.55119,100.0,6.0,56.0,31992.0,404.0,0.0,1.0,6.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.39
Shiba Inu House,2016,1,5,30,6,224.0,1.2,516,5.54952,72.0,5.0,51.0,32723.0,513.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.97
SeaSim,2004,2,2,30,10,194.0,2.19,386,5.55068,119.0,16.0,92.0,35629.0,405.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.97
Cubulus,2011,2,3,20,8,142.0,2.08,236,5.54978,44.0,14.0,30.0,20843.0,571.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.13
"Warhammer 40,000: Heroes of Black Reach - Drop Zone Demo Kit",2017,2,2,60,14,42.0,0.0,190,5.55087,9.0,7.0,14.0,9908.0,41.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.06
Arvuutin,2010,2,8,30,8,64.0,1.67,37,5.5503,5.0,1.0,21.0,10923.0,189.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.77
1800: Colorado,2002,2,3,90,16,109.0,3.57,186,5.55061,87.0,23.0,68.0,60783.0,205.0,0.0,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.27
Magic: The Gathering - Duel Decks: Merfolk Vs. Goblins,2017,2,2,0,13,44.0,3.0,163,5.55149,5.0,0.0,8.0,2281.0,84.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.54
The Solo System,2016,1,1,240,12,41.0,3.33,204,5.55825,54.0,13.0,33.0,81625.0,101.0,0.0,2.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69
Greentown,2006,2,4,60,10,125.0,2.71,171,5.55032,103.0,34.0,67.0,28222.0,189.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.19
Battlefields of Olympus,2008,2,2,30,10,136.0,1.95,246,5.55026,174.0,18.0,64.0,74876.0,345.0,0.0,4.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.17
C-Cross,2015,2,2,30,10,41.0,2.0,103,5.55109,19.0,7.0,20.0,10009.0,141.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.51
Caligula,2009,2,5,60,14,220.0,2.56,481,5.54888,255.0,5.0,83.0,59180.0,277.0,0.0,3.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97
Listography: The Game,2016,2,6,45,10,71.0,1.0,196,5.5552,5.0,2.0,24.0,17695.0,256.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.05
Galaxy's Edge,2009,3,4,60,10,175.0,2.39,260,5.54967,235.0,25.0,82.0,70227.0,227.0,0.0,2.0,2.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.07
Grand National Derby,1996,2,5,30,10,94.0,1.71,154,5.55196,39.0,21.0,30.0,31644.0,112.0,0.0,5.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4
Star Trek Chrono-Trek,2019,2,6,45,11,105.0,2.5,434,5.55825,35.0,24.0,33.0,17157.0,401.0,0.0,4.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5
Get Rich Quick,2016,3,5,40,8,78.0,2.0,167,5.54907,46.0,7.0,34.0,24520.0,131.0,0.0,2.0,3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.61
Skirmish Wars: Advance Tactics,2009,2,4,60,0,68.0,2.33,121,5.54953,101.0,23.0,49.0,178741.0,112.0,0.0,4.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.48
Battleground Fantasy Warfare: Men of Hawkshold,2005,2,2,60,12,60.0,2.67,391,5.55043,48.0,13.0,39.0,16521.0,30.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.95
"Munchkin Warhammer 40,000",2019,3,6,90,12,108.0,2.0,514,5.55779,10.0,3.0,32.0,21664.0,175.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.68
Start Frei,2014,2,4,30,10,54.0,1.75,148,5.55064,52.0,3.0,18.0,11522.0,71.0,0.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.99
Windup War,2017,2,6,30,8,95.0,1.67,243,5.54582,46.0,2.0,33.0,13768.0,186.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.73
Tinian: The Forgotten Battle,2019,1,2,900,14,37.0,3.6,217,5.55404,14.0,18.0,22.0,28270.0,37.0,0.0,2.0,6.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.24
Townsfolk Tussle,2021,2,5,200,14,72.0,2.5,113,5.55409,30.0,62.0,88.0,52467.0,104.0,0.0,0.0,4.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.7
Wutaki,2021,2,4,90,14,39.0,2.78,6,5.56493,17.0,5.0,32.0,9449.0,117.0,0.0,4.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.42
Clocktowers,2004,2,4,20,8,561.0,1.39,753,5.55071,246.0,13.0,281.0,49485.0,975.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.71
Ravenous River,2016,2,7,20,14,189.0,1.5,483,5.55186,53.0,1.0,60.0,21866.0,427.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.98
Spaghetti,2016,2,4,30,6,211.0,1.0,268,5.54443,65.0,9.0,46.0,22303.0,556.0,0.0,2.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.02
The Thing: The Boardgame,2021,1,8,90,14,46.0,3.0,75,5.54733,23.0,23.0,70.0,51735.0,58.0,0.0,1.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.81
Holmes and Moriarty,2018,2,2,45,12,51.0,2.5,176,5.54999,54.0,17.0,27.0,13466.0,128.0,0.0,4.0,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.24
Namibia,2010,3,4,120,12,118.0,3.25,170,5.54677,177.0,31.0,60.0,31722.0,150.0,0.0,3.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.21
We Were Brothers,2015,1,6,300,15,61.0,3.36,138,5.55146,40.0,10.0,19.0,44799.0,50.0,0.0,4.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.62
Flash 8,2019,1,4,15,7,64.0,1.0,123,5.55711,14.0,10.0,24.0,10215.0,449.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.96
Das Labyrinth des Pharao,2013,1,5,40,8,80.0,1.78,124,5.54993,61.0,13.0,29.0,11272.0,290.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.56
Clonk!,2016,2,4,30,8,97.0,1.5,179,5.55044,47.0,2.0,26.0,25855.0,268.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.44
Ettin,2020,2,8,60,14,50.0,2.5,135,5.54971,10.0,30.0,31.0,24740.0,72.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.77
"June '44: The Struggle for Normandy, 1944",2008,2,2,120,0,54.0,2.11,175,5.55139,94.0,13.0,35.0,38182.0,61.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.26
Junkyard Races,2003,2,8,120,10,145.0,2.18,285,5.55073,246.0,24.0,70.0,42564.0,224.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.13
Ouro de Tolo,2011,3,6,40,8,73.0,1.17,96,5.54981,32.0,1.0,17.0,12500.0,327.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.67
Universal Rule,2017,3,5,45,8,73.0,2.67,449,5.56576,60.0,9.0,58.0,19465.0,366.0,0.0,4.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.65
"Iron Curtain: Central Europe, 1945-1989",2020,1,2,0,0,40.0,2.6,296,5.57424,17.0,25.0,38.0,33817.0,63.0,0.0,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.87
Battle for Baghdad,2010,3,6,120,12,78.0,2.83,146,5.55217,81.0,20.0,48.0,44707.0,119.0,0.0,6.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.92
Friedland 1807,2007,0,0,0,0,37.0,2.9,86,5.54693,14.0,5.0,16.0,13422.0,18.0,0.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Los Tesoros del Rey Pirata,2017,2,4,45,10,78.0,1.83,114,5.55002,13.0,1.0,21.0,7467.0,69.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.7
Monsters Ravage America,1998,1,4,90,10,284.0,2.19,506,5.54758,226.0,29.0,135.0,58745.0,145.0,0.0,2.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84
Risk: The Dalek Invasion of Earth,2014,2,5,120,10,176.0,2.29,873,5.54801,81.0,15.0,59.0,44846.0,116.0,0.0,4.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.13
Tank on Tank: West Front,2015,1,2,45,10,55.0,1.71,197,5.55105,26.0,17.0,25.0,31785.0,132.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.3
Overlords of Infamy,2017,1,5,90,13,149.0,2.4,308,5.54936,52.0,8.0,85.0,31139.0,156.0,0.0,2.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.24
Triora: City of Witches,2019,2,4,120,14,52.0,3.0,83,5.55116,22.0,7.0,13.0,11986.0,58.0,0.0,3.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.79
An Attrition of Souls,2020,2,2,90,14,41.0,2.5,100,5.56875,15.0,29.0,23.0,22483.0,73.0,0.0,2.0,6.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.88
Wadi,2007,2,4,30,10,151.0,2.32,250,5.55114,103.0,8.0,58.0,22063.0,336.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.16
Warzoo,2015,2,4,30,8,88.0,1.5,219,5.5493,41.0,1.0,10.0,9620.0,172.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.54
Kogworks,2007,2,2,30,6,193.0,1.55,245,5.54911,90.0,17.0,69.0,31979.0,988.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.07
None of a Kind,2011,2,6,20,8,211.0,1.27,441,5.55236,53.0,1.0,41.0,12688.0,690.0,0.0,1.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
Autokrator,2012,2,4,90,12,130.0,2.46,232,5.54931,226.0,16.0,63.0,117362.0,175.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3
The Suits: Season 2,2019,2,2,10,10,41.0,0.0,35,5.54858,0.0,1.0,7.0,1195.0,0.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.54
Pictionary Mania,2005,4,0,30,12,149.0,1.77,329,5.55012,12.0,1.0,29.0,25091.0,108.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.09
The King Commands,2010,2,6,30,10,265.0,1.4,549,5.55152,163.0,9.0,79.0,54368.0,682.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.92
Curli Kuller,2008,2,4,20,5,77.0,1.0,115,5.55079,29.0,12.0,36.0,15877.0,360.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.61
Taiga,2010,2,6,15,5,95.0,1.11,229,5.55002,53.0,2.0,33.0,24007.0,390.0,0.0,4.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.38
Magnet,2008,2,2,30,8,136.0,2.33,336,5.55243,251.0,4.0,72.0,35192.0,277.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.18
Dreary Hamlet,2016,1,4,90,7,66.0,2.33,132,5.54733,20.0,2.0,27.0,11213.0,81.0,0.0,5.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.17
Before There Were Stars...,2018,3,6,60,10,95.0,1.0,324,5.54839,53.0,18.0,33.0,64067.0,145.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.57
Kullerhexe,2016,2,5,20,6,75.0,1.5,133,5.55159,27.0,4.0,39.0,10520.0,180.0,0.0,2.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.59
Comic Hunters,2020,1,4,60,14,39.0,1.5,92,5.58947,4.0,1.0,11.0,3596.0,267.0,0.0,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.71
Code Cracker,2007,1,6,30,8,177.0,1.23,286,5.54922,54.0,6.0,55.0,23562.0,637.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.99
Deus Ex Machina,2016,2,4,45,10,88.0,1.85,228,5.55052,102.0,4.0,35.0,31439.0,273.0,0.0,3.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.74
ReCURRRing,2016,3,5,30,8,73.0,1.0,125,5.55324,19.0,13.0,14.0,6494.0,238.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.76
Saikoro,2007,2,2,10,8,75.0,1.56,115,5.54882,45.0,26.0,50.0,28536.0,239.0,0.0,2.0,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.64
ElfBall,2007,2,2,75,0,71.0,2.88,136,5.5494,66.0,10.0,40.0,37862.0,129.0,0.0,3.0,3.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09
Wanted 7,2017,2,6,40,8,109.0,1.43,168,5.55193,20.0,4.0,20.0,18623.0,276.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.55
Rice Dice,2018,1,5,45,10,153.0,1.67,459,5.55146,106.0,15.0,60.0,31605.0,406.0,0.0,3.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.12
Why I Otter,2019,2,2,15,6,62.0,1.0,181,5.55136,24.0,11.0,38.0,7484.0,416.0,0.0,3.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.05
Check Your 6! Jet Age,2010,2,20,120,12,40.0,3.11,102,5.54933,14.0,3.0,16.0,21153.0,142.0,0.0,4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.95
When Lions Sailed,2011,2,4,240,10,55.0,2.78,281,5.55226,24.0,10.0,44.0,26542.0,30.0,0.0,3.0,1.0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.11
Guerra de Mitos IV,2014,2,6,20,10,55.0,2.33,73,5.54928,2.0,0.0,2.0,3463.0,14.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.93
Splut!,2009,2,4,20,7,77.0,2.47,96,5.55207,61.0,7.0,50.0,48513.0,381.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.71
Terra,2003,3,6,30,8,508.0,1.66,750,5.54958,352.0,13.0,216.0,66706.0,1010.0,0.0,4.0,1.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71
Gambler  Gamble!,2016,3,4,30,10,76.0,1.0,97,5.5514,9.0,3.0,19.0,10193.0,183.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.68
Clocks,2012,1,4,30,8,152.0,1.79,163,5.5504,138.0,5.0,59.0,29462.0,462.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.28
Strut!,2007,2,5,20,0,98.0,2.08,147,5.54889,48.0,4.0,29.0,20232.0,392.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.66
Slavika,2012,2,5,30,10,482.0,2.24,628,5.54565,221.0,9.0,95.0,63674.0,504.0,0.0,4.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.93
Gauss,2009,2,2,15,10,62.0,1.75,94,5.54915,53.0,8.0,21.0,17341.0,137.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.96
Black Seas,2019,2,12,500,10,46.0,3.43,133,5.56042,26.0,4.0,14.0,21708.0,116.0,0.0,5.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.22
Revanche,2018,2,2,20,8,50.0,1.5,22,5.54911,5.0,4.0,29.0,9443.0,174.0,0.0,3.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74
Geek Out! Masters,2017,1,4,15,0,55.0,1.25,102,5.55859,26.0,0.0,12.0,4635.0,303.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.04
For the Queen,2019,2,6,120,13,53.0,1.0,138,5.5686,18.0,2.0,26.0,7742.0,135.0,0.0,3.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.43
Blacksmith Brothers,2016,2,4,90,12,60.0,2.17,106,5.55183,58.0,15.0,13.0,37391.0,119.0,0.0,3.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.12
College Basketball Dynasty,2008,1,14,60,0,59.0,2.0,60,5.54876,50.0,7.0,43.0,38926.0,167.0,0.0,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.98
Brick & Mortar,2021,2,4,120,12,38.0,3.17,26,5.55157,25.0,26.0,31.0,13891.0,162.0,0.0,1.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.68
Goro-Goro D?butsu Sh?gi,2012,2,2,30,8,58.0,1.5,83,5.55399,31.0,9.0,28.0,16263.0,272.0,0.0,3.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.2
Cairo,2002,2,5,30,8,261.0,1.26,299,5.54839,98.0,25.0,112.0,47981.0,412.0,0.0,2.0,1.0,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.85
Kings Progress,2005,3,5,90,8,85.0,3.0,132,5.54697,63.0,5.0,43.0,18981.0,72.0,0.0,1.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45
