Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Complexity Average,Owned Users,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt,Domains_Abstract Games,Domains_Children's Games,Domains_Customizable Games,Domains_Family Games,Domains_Party Games,Domains_Strategy Games,Domains_Thematic Games,Domains_Unknown,Domains_Wargames,target
NecronomiCORP,2016,1,6,120,12,64.0,2.0,161,5.52445,13.0,1.0,23.0,11058.0,56.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.76
Superfight: The Anime Deck,2015,3,10,30,12,68.0,1.0,345,5.52665,3.0,4.0,10.0,10450.0,22.0,0.0,6.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.57
King Thief Minister,2019,3,6,30,7,41.0,1.75,75,5.53442,23.0,7.0,17.0,6301.0,35.0,0.0,5.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.56
Catherine the Great,2005,1,3,0,14,62.0,2.78,294,5.52699,29.0,10.0,57.0,20974.0,36.0,0.0,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.34
XYbrid,2017,2,4,45,13,48.0,1.25,148,5.52671,20.0,5.0,13.0,5793.0,71.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.7
Get to the Chopper!!!,2006,2,5,30,0,49.0,1.22,78,5.52727,45.0,7.0,55.0,50661.0,82.0,0.0,5.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.61
Spinnentwist,2005,2,2,30,10,46.0,2.2,101,5.52694,66.0,10.0,30.0,11023.0,69.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.45
Dungeon Plungin',2007,1,4,60,0,48.0,2.14,142,5.52819,67.0,8.0,50.0,142903.0,44.0,0.0,5.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.02
The Battle of Stalingrad,2012,2,2,0,0,31.0,2.0,176,5.52755,37.0,2.0,30.0,27370.0,12.0,0.0,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.12
Into the Black Forest,2019,2,4,45,8,56.0,2.0,225,5.52714,29.0,9.0,31.0,12084.0,158.0,0.0,3.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.67
City of Guilds,2009,1,4,30,8,46.0,1.91,89,5.52756,51.0,4.0,45.0,40574.0,79.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.59
Potions Class,2018,2,2,15,6,60.0,1.0,228,5.52596,15.0,5.0,25.0,6327.0,298.0,0.0,3.0,3.0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.31
"Take The ""A"" Chord",2015,3,4,30,10,81.0,2.0,210,5.53017,79.0,42.0,37.0,23715.0,185.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.14
Col-Or-Form,2014,2,4,20,10,47.0,1.0,101,5.52626,20.0,2.0,16.0,6390.0,89.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.4
Das Quiz des 20. Jahrhunderts,1998,2,6,90,12,38.0,1.5,67,5.52653,2.0,1.0,8.0,3917.0,34.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.72
Fleets 2025: East China Sea,2008,2,2,60,12,40.0,1.89,144,5.52688,27.0,11.0,26.0,21556.0,42.0,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.77
Candy Lab,2020,2,4,15,8,44.0,1.67,87,5.53925,2.0,2.0,12.0,6303.0,212.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.73
Dash! A whimsical race through Singapore,2012,3,5,60,8,54.0,2.5,92,5.52717,86.0,0.0,22.0,12550.0,79.0,0.0,3.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.35
Inoka,2018,2,4,20,6,127.0,1.14,425,5.52531,32.0,1.0,61.0,12497.0,190.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.03
Firestorm,2001,2,6,60,12,57.0,3.38,229,5.52777,182.0,14.0,48.0,49314.0,51.0,0.0,3.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.31
Alexandria,2017,2,4,45,14,259.0,2.4,694,5.52608,232.0,16.0,104.0,42428.0,383.0,0.0,3.0,5.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.71
Fusion,2011,2,4,10,6,102.0,1.0,206,5.52712,21.0,1.0,26.0,16635.0,367.0,0.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.01
Hau La,2009,2,4,15,8,72.0,1.0,76,5.52805,28.0,11.0,18.0,11453.0,131.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.11
Dream Cruise,2021,1,4,45,8,34.0,2.0,79,5.55067,5.0,7.0,18.0,5884.0,219.0,0.0,2.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.02
Korea: Fire and Ice,2018,1,4,600,12,33.0,2.86,166,5.53826,14.0,9.0,27.0,34380.0,35.0,0.0,3.0,9.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.06
Shift: The Single Card CCG,2013,2,2,25,13,135.0,1.86,408,5.52712,61.0,6.0,41.0,28049.0,143.0,0.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.27
Doxie Dash,2018,2,6,30,6,52.0,1.33,105,5.52682,11.0,2.0,24.0,8961.0,202.0,0.0,4.0,5.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6
Zodiac Clash,2019,2,4,30,8,58.0,1.0,201,5.5294,15.0,2.0,21.0,16654.0,91.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.43
The Big Push: The Battle of the Somme,2005,2,3,180,12,52.0,3.0,364,5.52613,50.0,10.0,41.0,35762.0,32.0,0.0,2.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43
Quix!,2018,2,8,60,14,38.0,1.0,110,5.52829,1.0,1.0,9.0,4873.0,141.0,0.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.35
Havenfall,2017,2,4,120,10,39.0,2.5,41,5.53197,9.0,5.0,14.0,12263.0,63.0,0.0,4.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.74
Rincala,2014,2,3,15,6,34.0,2.33,48,5.52676,25.0,4.0,11.0,7116.0,153.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.84
Kobold,2018,2,4,20,6,38.0,1.0,58,5.52864,5.0,2.0,10.0,10353.0,118.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.73
AssassinCon,2016,4,6,30,12,200.0,1.0,548,5.52739,210.0,8.0,64.0,27215.0,314.0,0.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.76
"Red God of War: The Soviet Operation Mars, 1942",2005,2,2,120,14,67.0,2.71,348,5.52677,96.0,5.0,54.0,45620.0,17.0,0.0,2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.31
Judge Dredd: Block War,2018,2,2,15,12,66.0,2.5,148,5.52797,11.0,13.0,26.0,19023.0,48.0,0.0,4.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.88
Doctor Who: Exterminate! The Miniatures Game,2017,2,4,60,12,52.0,2.5,162,5.52699,30.0,10.0,20.0,19158.0,43.0,0.0,7.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.26
Zombie Terror,2016,2,2,60,10,50.0,2.33,122,5.52694,50.0,5.0,22.0,26615.0,66.0,0.0,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.49
Seasons: The Calendar Rummy Game,2004,2,4,90,10,85.0,1.89,152,5.52697,92.0,1.0,45.0,20207.0,401.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.23
Papageno,2020,2,5,15,6,44.0,1.0,132,5.53382,13.0,5.0,17.0,7295.0,353.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.58
Drachensachen,2019,2,6,60,10,53.0,1.5,106,5.53088,10.0,3.0,12.0,8808.0,264.0,3.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.66
Monster! Monster!,2019,2,2,20,8,30.0,2.0,60,5.52848,5.0,0.0,8.0,2883.0,279.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.57
Julchen und die Monster,2006,2,5,20,8,95.0,1.57,200,5.52872,47.0,9.0,37.0,17850.0,188.0,0.0,4.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.92
"Yetisburg: Titanic Battles in History, Vol. 1",2008,2,2,30,8,271.0,1.36,561,5.52561,248.0,15.0,139.0,43136.0,456.0,0.0,5.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.74
"Yetisburg: Titanic Battles in History, Vol. 1",2008,2,2,30,8,271.0,1.36,561,5.52561,248.0,15.0,139.0,43136.0,456.0,0.0,5.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.74
Mini Miners,2019,2,4,60,10,37.0,3.0,60,5.5275,10.0,3.0,11.0,9094.0,40.0,0.0,1.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.53
Space Bastards,2011,2,5,90,12,178.0,3.07,286,5.52576,250.0,12.0,80.0,57504.0,173.0,0.0,3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.83
Rebels & Redcoats: Volume III,2004,2,2,120,0,42.0,3.17,179,5.52718,28.0,10.0,31.0,22927.0,43.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.63
Incantris,2017,1,4,60,14,54.0,2.0,205,5.52595,49.0,7.0,29.0,18827.0,96.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.64
Dark Assembly,2015,1,4,120,15,43.0,3.0,82,5.52687,14.0,4.0,19.0,10555.0,63.0,0.0,2.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
Ascendants of Aetheros,2016,2,4,40,14,65.0,1.8,190,5.5287,25.0,5.0,22.0,24577.0,68.0,0.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.24
X-Machina,2003,4,8,60,12,94.0,1.15,166,5.52689,119.0,20.0,68.0,21820.0,95.0,0.0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.02
Fly Down,2017,2,6,15,12,34.0,1.5,80,5.52745,3.0,0.0,8.0,5083.0,83.0,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.4
Krom,2018,2,5,40,7,41.0,1.0,72,5.52995,0.0,0.0,8.0,4374.0,101.0,1.0,2.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81
Ragnark: Aesir and Jtunn,2011,2,2,20,8,40.0,1.63,102,5.52902,41.0,5.0,32.0,26430.0,96.0,0.0,5.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.67
Gtterdmmerung,2001,2,2,360,12,58.0,3.11,217,5.52929,27.0,11.0,39.0,30802.0,20.0,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.38
Hogs Of War: The Miniatures Game,2020,1,4,90,10,123.0,0.0,12,5.52932,8.0,1.0,74.0,10235.0,1.0,0.0,7.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.8
Gmsh Alpin,2016,4,6,15,8,35.0,2.0,95,5.52896,18.0,3.0,11.0,7914.0,55.0,0.0,4.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.85
Lumacorsa,2012,2,8,30,8,77.0,1.29,104,5.52894,30.0,1.0,14.0,8250.0,155.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.25
The Other Hat Trick,2013,3,3,10,8,40.0,1.0,92,5.52644,49.0,3.0,29.0,9753.0,159.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.77
Acqua Dolce,2009,2,5,15,6,110.0,1.67,178,5.52681,60.0,8.0,42.0,29586.0,189.0,0.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.96
Alpha Playing Cards,1997,1,6,30,10,39.0,2.0,71,5.5274,45.0,4.0,27.0,24636.0,100.0,0.0,5.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.78
Sherlock Holmes: Baker Street Irregulars,2019,1,4,90,8,37.0,0.0,333,5.54274,12.0,29.0,37.0,10042.0,187.0,0.0,3.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.02
Greedy Dragons,2018,2,6,30,8,50.0,2.0,121,5.52676,17.0,4.0,15.0,7621.0,129.0,0.0,4.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.69
Stand at Mortain,2006,2,2,30,10,147.0,1.54,535,5.52563,70.0,2.0,114.0,39546.0,189.0,0.0,2.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.88
Ludoviel,2003,1,8,45,10,86.0,1.33,165,5.52492,54.0,3.0,39.0,18747.0,114.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.03
"Mirror, Mirror",2011,2,2,30,8,80.0,2.0,189,5.52768,157.0,8.0,44.0,23200.0,195.0,0.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.05
Space Marine Adventures: Rise of the Orks,2020,1,5,30,10,35.0,2.0,127,5.53349,14.0,30.0,20.0,31909.0,109.0,0.0,4.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.83
Above,2019,2,4,45,14,39.0,2.5,85,5.52443,15.0,6.0,15.0,12688.0,93.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9
Six Sons of the Sultan,2014,1,2,20,10,46.0,1.0,163,5.52801,66.0,4.0,45.0,14856.0,153.0,0.0,5.0,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51
The Forgotten Planet,2011,2,4,75,12,107.0,2.4,314,5.52523,379.0,8.0,51.0,90107.0,137.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.96
Smoke & Mirrors,2015,2,5,15,8,52.0,1.0,231,5.52855,32.0,5.0,30.0,12739.0,209.0,0.0,3.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.35
Tallinn,2016,2,4,20,10,112.0,1.33,259,5.52429,80.0,4.0,46.0,20825.0,274.0,0.0,3.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.91
Linkee 3,2018,2,30,0,14,40.0,1.0,95,5.52882,6.0,3.0,9.0,5707.0,79.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.93
The Kingdoms of Crusaders,2007,2,2,30,12,130.0,1.21,196,5.52643,100.0,6.0,46.0,24080.0,247.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.98
Prince of Chaos: Battle for Tae Orn,2008,2,4,120,12,61.0,4.23,301,5.52671,283.0,11.0,63.0,61069.0,77.0,0.0,3.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.56
Legends and Lies,2014,1,4,30,12,43.0,1.83,63,5.52949,21.0,5.0,19.0,11002.0,131.0,0.0,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Rory's Story Cubes: Rampage,2017,1,12,20,6,44.0,1.0,209,5.52823,7.0,10.0,15.0,3303.0,92.0,0.0,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.73
Smugglers,2016,2,4,40,8,246.0,1.14,686,5.53136,183.0,8.0,72.0,44755.0,535.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.78
Triumph & Fall of the Desert Fox,1998,1,2,120,12,40.0,3.0,202,5.52575,37.0,4.0,29.0,23201.0,6.0,0.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7
PATIOS,2020,2,5,45,10,33.0,2.33,76,5.53158,5.0,10.0,17.0,6608.0,46.0,0.0,1.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.28
Zombie Survival: The Board Game,2010,1,4,90,13,304.0,2.0,602,5.52998,166.0,12.0,91.0,103535.0,319.0,0.0,3.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.67
Cubeez,2018,2,4,15,6,62.0,1.0,150,5.52772,11.0,5.0,20.0,9121.0,239.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.31
Wallet,2017,2,7,30,8,115.0,2.0,394,5.52485,69.0,5.0,43.0,23418.0,194.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.06
Pirates! Card Game,2014,2,6,30,12,69.0,2.11,144,5.52752,38.0,5.0,37.0,20716.0,67.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.29
Sherwood Showdown,2009,2,2,20,8,48.0,1.57,136,5.52473,42.0,7.0,23.0,21765.0,97.0,0.0,1.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.5
Imperial Sunset: The Battle of Leyte Gulf 1944,2006,2,2,240,12,49.0,3.3,304,5.52815,37.0,4.0,48.0,26946.0,19.0,0.0,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.68
MERCS: Conflict,2014,2,2,30,12,96.0,2.4,339,5.52662,84.0,2.0,38.0,24754.0,124.0,0.0,2.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.04
Disney Eye Found It!: Hidden Picture Card Game,2015,2,10,20,3,68.0,1.0,238,5.52561,24.0,0.0,30.0,19848.0,662.0,0.0,3.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.42
Celtic Quest,2005,2,5,60,8,81.0,2.69,148,5.52811,90.0,12.0,48.0,31323.0,99.0,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1
Rattaneer,2017,2,5,45,10,41.0,2.0,58,5.52874,6.0,2.0,9.0,7365.0,66.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.53
Coast-to-Coast Rails,2009,3,6,60,10,39.0,2.25,39,5.52777,34.0,8.0,25.0,11054.0,93.0,0.0,4.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.59
The Chinese Civil War of 1930,2010,2,5,0,6,31.0,2.83,58,5.52654,13.0,3.0,4.0,13470.0,27.0,0.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.91
Stock hold'em,2018,3,6,40,10,41.0,0.0,59,5.52808,23.0,27.0,13.0,7299.0,105.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.53
QANGO,2016,2,2,10,7,179.0,1.4,190,5.52565,27.0,3.0,45.0,10631.0,1868.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.79
Jungle Speed: 20 Years,2014,2,8,0,0,47.0,0.0,140,5.52772,2.0,8.0,4.0,9645.0,160.0,0.0,3.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6
Nuts!,2011,2,6,15,13,761.0,1.05,1628,5.52488,184.0,5.0,210.0,47875.0,1500.0,0.0,3.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.63
All Quiet on the Martian Front,2014,2,2,0,12,44.0,2.17,125,5.52683,58.0,9.0,23.0,38367.0,65.0,0.0,4.0,4.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.96
Scotland Yard Junior,2014,2,4,20,6,76.0,1.0,186,5.52365,12.0,2.0,27.0,21629.0,405.0,0.0,3.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.02
Rappakalja Extreme,2008,3,8,60,12,93.0,1.44,147,5.52862,4.0,0.0,21.0,9033.0,78.0,0.0,5.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.15
You Gotta Be Kitten Me!,2016,2,10,30,10,141.0,1.33,317,5.52168,61.0,2.0,43.0,20117.0,428.0,2.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.85
Road Rally USA,2013,3,5,60,8,107.0,1.83,356,5.52707,121.0,5.0,48.0,23770.0,179.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.93
Hawken: Real-Time Card Game - Sharpshooter vs. Bruiser,2014,2,2,20,12,44.0,1.0,162,5.52645,48.0,3.0,9.0,4521.0,44.0,0.0,4.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5
Brutus,2017,4,10,45,10,30.0,1.0,87,5.52773,3.0,1.0,7.0,3868.0,71.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.9
Dungeons & Dragons Chainmail,2001,2,6,60,10,115.0,3.11,228,5.52742,51.0,6.0,51.0,33516.0,94.0,0.0,5.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.95
Formissimo,2008,1,5,15,8,42.0,1.0,70,5.52643,5.0,1.0,11.0,5475.0,93.0,0.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.51
Wayward,2019,1,5,60,14,35.0,2.5,122,5.531,15.0,13.0,17.0,22467.0,72.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.54
Consensus Movie Edition,2009,3,8,30,17,38.0,2.0,80,5.52641,18.0,3.0,15.0,5926.0,95.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.79
Genesis,2010,2,6,60,10,297.0,2.35,343,5.52652,323.0,8.0,123.0,54328.0,430.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.68
Forceball,2006,2,2,30,10,87.0,2.0,328,5.52675,172.0,5.0,53.0,21444.0,245.0,0.0,4.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.11
Zombiegeddon,2009,2,4,60,0,234.0,2.13,463,5.52665,234.0,8.0,99.0,58927.0,304.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.72
Nobjects,2019,3,6,30,8,49.0,1.0,97,5.52694,27.0,2.0,15.0,9777.0,163.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.43
Imagidice!,2000,2,12,20,4,48.0,1.0,155,5.52946,11.0,1.0,18.0,6995.0,136.0,0.0,1.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.35
Lemonade Stall,2010,2,4,60,10,32.0,2.54,26,5.52637,45.0,3.0,28.0,19351.0,53.0,0.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.3
Barnyard Buddies,1996,2,8,15,4,223.0,1.03,531,5.52728,131.0,4.0,138.0,33253.0,757.0,0.0,3.0,1.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.72
Her¢is de San Villano,2019,1,4,75,10,31.0,2.5,54,5.53074,14.0,0.0,3.0,1729.0,76.0,0.0,4.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.18
Donkey: It's a Kick!,2011,3,8,45,8,49.0,1.0,87,5.52544,19.0,1.0,18.0,13950.0,104.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.78
My Fair Princess,2015,3,4,100,10,44.0,2.86,112,5.52665,72.0,8.0,19.0,17586.0,58.0,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.49
El Cinfilo,2013,0,0,0,0,56.0,2.0,88,5.52661,12.0,0.0,13.0,2659.0,29.0,0.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.54
Omerta,2019,3,5,20,10,59.0,1.0,116,5.52904,13.0,3.0,19.0,9742.0,208.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.31
Valerian: The Alpha Missions,2017,2,4,30,13,59.0,2.5,221,5.52872,64.0,0.0,22.0,28224.0,126.0,0.0,1.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3
Hinge of Fate,2013,1,4,180,0,31.0,2.2,176,5.52345,17.0,9.0,33.0,12906.0,20.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.85
Pictopia: Disney Edition,2014,2,6,60,7,180.0,1.0,700,5.52407,28.0,5.0,42.0,13293.0,513.0,0.0,4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8
