ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
101872,"Win, Don't Lose",2011,3,8,10,10,35.0,7.87,14389.0,1.25,24,Unknown,Unknown
55686,Double Series,1996,2,10,0,0,36.0,6.39,14390.0,1.0,100,Unknown,Unknown
304666,Wild Life: The Card Game,2021,2,5,25,6,48.0,8.81,14391.0,1.0,24,"Hand Management, Set Collection, Take That, Turn Order: Progressive",Unknown
210966,Quadrum,2017,2,2,10,6,49.0,6.32,14392.0,1.5,136,Tile Placement,Unknown
165587,DOG Cards,2014,2,4,20,8,71.0,5.86,14393.0,1.25,205,"Hand Management, Pattern Building",Unknown
247107,Catchup & Mousetard: Fast Food Battle!,2019,2,4,40,8,54.0,6.92,14394.0,1.0,89,"Card Drafting, Hand Management, Set Collection, Simulation, Simultaneous Action Selection",Unknown
260923,Titan,2020,2,4,120,14,30.0,6.89,14395.0,3.7,39,"Network and Route Building, Take That, Worker Placement",Unknown
9843,Barbarossa 1941,2002,2,2,120,12,34.0,6.43,14396.0,3.4,226,Hexagon Grid,Wargames
286001,Dwar7s Duel,2019,2,2,30,13,97.0,5.72,14397.0,0.0,615,"Area Majority / Influence, Hand Management, Set Collection, Take That, Worker Placement",Unknown
4892,Dragon Strike,2002,2,4,90,6,174.0,5.67,14398.0,1.1,376,"Roll / Spin and Move, Set Collection",Unknown
236861,Full Moon Jacket,2020,1,6,120,14,35.0,8.3,14399.0,2.0,47,"Action Points, Card Drafting, Cooperative Game, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Solo / Solitaire Game, Trading",Unknown
13547,Brain Warp,1996,1,6,15,10,32.0,6.26,14400.0,1.0,61,Memory,Unknown
1993,Troke,1956,2,4,30,10,58.0,6.01,14401.0,2.14,222,Point to Point Movement,Abstract Games
209447,BaRRacuda,2016,3,5,45,10,72.0,5.9,14402.0,2.0,141,"Area Majority / Influence, Auction/Bidding, Trading",Unknown
91313,Ataxx,1990,0,0,0,0,48.0,6.07,14403.0,2.22,19,Enclosure,Abstract Games
322451,RisiKo!,1968,3,6,60,10,56.0,6.13,14404.0,1.75,113,"Area Majority / Influence, Area Movement, Area-Impulse, Dice Rolling, Player Elimination, Set Collection",Unknown
6044,Attila: The Huns Invasion,1981,2,2,360,12,62.0,6.12,14405.0,3.5,146,Hexagon Grid,Wargames
259342,Luxantis,2018,2,4,30,6,39.0,6.3,14406.0,2.0,111,"Cooperative Game, Pick-up and Deliver, Set Collection",Unknown
165447,UFO Farmer,2014,2,4,30,6,77.0,5.89,14407.0,1.17,118,"Memory, Set Collection",Unknown
9033,The Marcher Lords: The Norman Conquest of Wales,2003,1,2,180,12,35.0,6.28,14408.0,2.38,161,"Area Movement, Dice Rolling, Movement Points, Simulation",Wargames
957,PanzerZug,1998,2,6,30,10,44.0,6.18,14409.0,1.6,109,"Dice Rolling, Hand Management, Lose a Turn, Race, Take That, Variable Player Powers, Variable Set-up",Unknown
73233,Golan: The Last Syrian Offensive,2010,2,2,60,12,37.0,6.28,14410.0,2.67,152,"Hexagon Grid, Simulation",Wargames
136712,"Linus, der kleine Magier",2013,2,5,10,3,36.0,6.17,14411.0,1.0,61,Memory,Unknown
29879,Blood & Sand,2012,2,2,0,10,38.0,6.28,14412.0,1.83,180,"Card Drafting, Dice Rolling, Hexagon Grid",Wargames
19188,World Cup Cricket,1993,2,2,10,4,32.0,6.7,14413.0,1.0,44,Simulation,Unknown
22910,Naruto Collectible Card Game,2006,2,2,45,10,101.0,5.98,14414.0,2.13,170,"Card Drafting, Hand Management",Customizable Games
223149,Village of Horror,2017,2,5,30,10,30.0,6.45,14415.0,2.0,71,"Hand Management, Memory, Secret Unit Deployment, Team-Based Game",Unknown
17836,Warhammer English Civil War,2002,2,6,120,12,36.0,6.22,14416.0,3.5,102,"Dice Rolling, Variable Player Powers",Wargames
150691,Rok 1863,2013,2,4,30,10,31.0,6.53,14417.0,2.0,44,"Cooperative Game, Dice Rolling, Hand Management",Unknown
9597,Vier zu mir!,1996,3,8,30,5,51.0,5.98,14418.0,1.4,121,"Memory, Set Collection",Children's Games
124372,Le Petit Poucet,2012,3,6,20,7,74.0,5.91,14419.0,1.22,202,"Cooperative Game, Memory",Unknown
183197,Serengeti: A Race For Life,2017,2,2,45,10,45.0,6.2,14420.0,2.0,113,"Area Majority / Influence, Deck Bag and Pool Building, Hand Management",Unknown
261112,Predator: Partida de Caza,2018,1,5,45,14,35.0,6.36,14421.0,1.5,48,"Dice Rolling, Push Your Luck, Semi-Cooperative Game",Unknown
8279,Death Angel,1998,2,6,45,12,37.0,6.45,14422.0,2.0,96,"Card Drafting, Dice Rolling, Roll / Spin and Move",Unknown
160470,Ice Cream Combo,2014,2,6,15,6,39.0,6.31,14423.0,1.0,45,Pattern Building,Unknown
108711,The Mystery of the Templars,2013,2,4,150,14,143.0,5.84,14424.0,4.0,534,"Area Movement, Dice Rolling, Network and Route Building",Unknown
112840,Mine Shift,2011,2,4,20,8,103.0,5.82,14425.0,1.2,321,"Modular Board, Tile Placement",Unknown
11195,Karottenklau,2004,1,6,5,4,122.0,5.7,14426.0,1.0,219,"Cooperative Game, Dice Rolling",Children's Games
5859,Minuteman: The Second American Revolution,1976,2,4,90,12,40.0,6.08,14427.0,3.5,143,"Dice Rolling, Hexagon Grid, Simulation",Wargames
15998,Totopoli,1996,2,6,120,8,33.0,6.36,14428.0,2.0,64,"Auction/Bidding, Betting and Bluffing, Dice Rolling, Modular Board, Roll / Spin and Move, Stock Holding",Unknown
69973,Ticked Off,2011,3,10,45,13,94.0,5.77,14429.0,1.11,180,Unknown,Unknown
147892,Councils & Contracts,2013,2,5,40,10,40.0,6.09,14430.0,2.6,72,"Card Drafting, Tile Placement, Worker Placement",Unknown
137156,Zombie House Blitz,2014,2,4,20,8,38.0,6.08,14431.0,2.0,101,Hand Management,Unknown
191923,Roadkill,2017,2,5,30,7,47.0,6.0,14432.0,1.0,127,"Set Collection, Take That",Unknown
213260,Zoar,2018,2,4,45,13,48.0,6.11,14433.0,0.0,76,"Area Majority / Influence, Area Movement, Grid Movement, Pick-up and Deliver, Variable Player Powers",Unknown
113456,POWER,2012,2,4,36,13,37.0,6.25,14434.0,2.38,89,"Area Majority / Influence, Card Drafting, Deck Bag and Pool Building, Push Your Luck, Rock-Paper-Scissors",Unknown
4740,"Run Silent, Run Deep",1993,2,6,180,12,38.0,6.42,14435.0,2.83,148,"Hexagon Grid, Secret Unit Deployment, Simultaneous Action Selection",Wargames
69356,Kalua,2012,3,5,40,8,213.0,5.61,14436.0,1.67,454,Hand Management,Unknown
132261,Cosmic Empires,2012,2,5,90,12,52.0,6.69,14437.0,2.88,97,"Area Majority / Influence, Area Movement, Modular Board, Tile Placement, Variable Player Powers",Unknown
278142,Outpost 18,2019,2,2,15,10,30.0,6.63,14438.0,2.0,203,"Deck Bag and Pool Building, Hand Management, Take That",Unknown
7981,Paradux,0,2,2,20,6,33.0,6.24,14439.0,2.25,82,Pattern Building,Abstract Games
666,Stump,1968,2,4,30,10,32.0,6.37,14440.0,1.0,82,Unknown,Unknown
229369,Bobbidi Boom,2017,3,5,30,8,45.0,6.17,14441.0,1.0,83,"Deck Bag and Pool Building, Memory, Push Your Luck",Unknown
8168,Campus,1985,1,2,20,8,39.0,6.15,14442.0,1.2,107,"Dice Rolling, Modular Board, Pattern Recognition",Unknown
19399,Socken zocken,2004,2,6,10,4,203.0,5.67,14443.0,1.07,441,"Pattern Recognition, Set Collection",Children's Games
180157,Magical Treehouse,2015,3,4,60,14,74.0,5.89,14444.0,2.2,391,"Card Drafting, Set Collection",Unknown
32253,Caveman,2007,2,6,60,6,257.0,5.64,14445.0,1.77,375,Area Majority / Influence,Unknown
136029,Le Tricheur,2012,4,14,30,12,58.0,6.0,14446.0,1.0,139,Unknown,Unknown
159501,Hull Breach: Corporate Wars,2014,2,8,60,13,48.0,6.59,14447.0,2.57,166,Hand Management,Unknown
297139,Potato Pirates: Enter the Spudnet,2020,2,6,60,10,33.0,6.82,14448.0,2.2,186,"Action/Event, Card Drafting, Card Play Conflict Resolution, Different Dice Movement, Multiple Maps, Player Elimination",Unknown
186141,Tong,2015,1,2,20,8,51.0,6.08,14449.0,1.0,108,Area Movement,Unknown
9861,France 1940,2001,2,2,120,12,40.0,6.31,14450.0,2.75,240,Hexagon Grid,Wargames
242818,Dice Wars: Heroes of Polyhedra,2018,2,4,90,14,48.0,6.55,14451.0,3.0,141,"Dice Rolling, Grid Movement, Modular Board, Team-Based Game",Unknown
245240,Goblin Grapple,2018,2,4,45,14,181.0,8.44,14452.0,1.33,96,"Hand Management, Memory, Take That",Family Games
47158,Elemental Clash: The Basic Set,2009,2,2,30,10,49.0,6.44,14453.0,1.63,90,"Area Movement, Campaign / Battle Card Driven, Variable Player Powers",Customizable Games
127994,Heroes of Metro City,2013,2,4,60,13,246.0,5.68,14454.0,2.67,546,"Deck Bag and Pool Building, Dice Rolling, Role Playing",Thematic Games
162120,Schraube Locker,2014,2,4,25,8,56.0,5.95,14455.0,1.0,105,"Dice Rolling, Set Collection",Unknown
231559,Quirk!,2017,2,6,30,7,33.0,7.24,14456.0,0.0,85,"Acting, Memory",Unknown
195623,Politricks: Dirty Card Game,2016,2,5,30,10,30.0,6.6,14457.0,2.0,84,"Hand Management, Trading, Trick-taking",Unknown
175263,4 the Birds,2016,2,6,30,8,98.0,5.81,14458.0,1.0,209,"Area Majority / Influence, Dice Rolling",Unknown
20710,Tiger of Malaya,2006,2,2,240,0,32.0,6.49,14459.0,3.38,187,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames
16272,Little Round Top,1982,2,2,120,12,34.0,6.61,14460.0,2.63,188,Hexagon Grid,Wargames
191893,Gigi Gnomo,2016,2,4,30,5,34.0,6.27,14461.0,1.0,59,Unknown,Unknown
212688,Cthulhu Crusades,2017,2,4,30,9,55.0,6.03,14462.0,2.5,148,Unknown,Unknown
202589,Chromosome,2016,2,4,60,8,112.0,5.9,14463.0,2.89,179,"Area Majority / Influence, Dice Rolling, Hexagon Grid, Modular Board, Variable Player Powers",Unknown
286831,Panic Diner,2019,2,5,20,7,42.0,6.28,14464.0,1.0,60,"Cooperative Game, Matching, Real-Time, Speed Matching",Unknown
28238,Kitty Bitty,2007,2,6,15,4,242.0,5.67,14465.0,1.22,422,"Dice Rolling, Memory",Children's Games
284862,Beasty Borders,2019,2,2,25,8,35.0,6.22,14466.0,0.0,95,"Dice Rolling, Modular Board, Network and Route Building",Unknown
180565,Die geheimnisvolle Drachenhhle,2015,2,4,20,5,35.0,6.17,14467.0,1.0,55,"Dice Rolling, Set Collection",Unknown
22594,Universal Fighting System: Soul Calibur III,2006,2,6,30,10,48.0,6.18,14468.0,2.44,142,Variable Player Powers,Unknown
41529,Creepers,2009,2,2,30,8,37.0,6.57,14469.0,2.67,47,"Action Points, Area Majority / Influence, Pattern Building, Tile Placement",Unknown
275703,Phone Bomb,2019,3,6,20,10,30.0,6.33,14470.0,1.5,47,"Semi-Cooperative Game, Team-Based Game, Time Track",Unknown
70325,The major four of Heizei,2010,3,5,30,8,30.0,6.28,14471.0,2.0,29,Card Drafting,Unknown
259064,Das Maá aller Dinge,2018,2,6,20,14,34.0,6.53,14472.0,1.0,61,Unknown,Unknown
157838,Roll For It! Express,2014,1,1,5,8,108.0,5.87,14473.0,1.08,290,"Dice Rolling, Push Your Luck",Unknown
4272,Punk sucht Lady,1993,4,6,60,14,66.0,5.71,14474.0,1.33,123,"Pattern Recognition, Voting",Unknown
8755,Destruction of Army Group Center: The Soviet Summer Offensive,1973,2,2,150,12,129.0,5.8,14475.0,2.59,358,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
47475,Ex illis,2009,2,2,60,8,42.0,6.54,14476.0,3.33,69,"Action Points, Area Movement, Hexagon Grid",Wargames
136032,A Thunder Upon the Land: The Battles of Narva and Poltava,2013,1,2,240,14,36.0,6.21,14477.0,2.75,208,"Chit-Pull System, Dice Rolling, Hexagon Grid",Wargames
26920,Turkish Checkers,1400,2,2,30,6,49.0,6.18,14478.0,2.5,60,Unknown,Abstract Games
259525,Mystical Seeds,2018,2,4,50,8,49.0,6.08,14479.0,2.0,94,Set Collection,Unknown
140179,De Poorters van Nieuwstad,2013,2,4,60,12,146.0,5.72,14480.0,2.89,330,Variable Phase Order,Unknown
122867,Four Taverns,2012,2,4,35,12,131.0,5.79,14481.0,1.33,378,"Hand Management, Take That",Unknown
39834,Glenn's Gallery,2010,3,5,60,10,77.0,5.8,14482.0,2.33,260,"Betting and Bluffing, Hand Management","Family Games, Strategy Games"
181615,Nitro Glyxerol,2015,2,4,20,7,79.0,6.01,14483.0,1.0,146,Push Your Luck,Unknown
141337,Gold Nuggets,2013,2,5,20,8,74.0,5.86,14484.0,1.25,136,"Dice Rolling, Push Your Luck",Unknown
61383,VerTIPPT nochmal!,2009,3,6,20,14,54.0,6.07,14485.0,1.0,70,Unknown,Unknown
166333,Primiera,2014,2,4,0,0,31.0,6.25,14486.0,1.5,72,"Hand Management, Team-Based Game",Unknown
284845,Bananagrams Duel!,2019,2,2,10,7,35.0,6.25,14487.0,1.0,134,Unknown,Unknown
178177,Orkensturm,2015,3,8,90,14,44.0,6.13,14488.0,0.0,104,"Cooperative Game, Team-Based Game, Variable Player Powers",Unknown
1365,Olix,1994,2,2,30,8,41.0,6.08,14489.0,2.14,123,"Pattern Building, Pattern Recognition",Abstract Games
89611,Digger,2010,3,5,15,8,68.0,5.81,14490.0,1.0,172,Dice Rolling,Unknown
182799,Take a Train,2015,2,6,60,8,80.0,5.91,14491.0,1.67,131,"Auction/Bidding, Card Drafting, Set Collection",Unknown
3075,Hamlet!,2002,3,8,45,12,61.0,5.94,14492.0,2.67,133,"Action Points, Hidden Victory Points, Once-Per-Game Abilities, Paper-and-Pencil",Unknown
23695,Robot Face Race,1984,2,4,15,4,98.0,5.79,14493.0,1.0,195,Pattern Recognition,Unknown
9133,When Dragons Fight,2001,2,2,180,12,36.0,6.41,14494.0,3.17,197,"Hexagon Grid, Simulation",Wargames
242523,Dolly Crush,2017,2,4,20,7,48.0,6.04,14495.0,0.0,89,"Grid Movement, Pattern Building, Pattern Recognition",Unknown
93134,Einfach tierisch,2011,2,5,20,8,43.0,6.08,14496.0,1.0,88,Dice Rolling,Unknown
255642,Rogers' Rangers: America's First Commandos,2018,1,1,90,0,37.0,6.34,14497.0,2.57,136,"Dice Rolling, Movement Points, Point to Point Movement, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game",Wargames
246814,Trool Park,2018,2,4,45,10,70.0,5.93,14498.0,2.4,131,"Card Drafting, Set Collection, Simultaneous Action Selection",Unknown
11421,Uisge,1983,2,2,30,10,44.0,6.11,14499.0,2.0,126,"Pattern Building, Point to Point Movement",Abstract Games
211175,Undermine,2017,2,8,45,10,108.0,5.78,14500.0,2.0,336,Worker Placement,Unknown
29107,Hop! Hop! Hop!,2007,2,6,15,4,56.0,6.09,14501.0,1.0,127,"Cooperative Game, Roll / Spin and Move",Children's Games
129224,HERO versus GUARDIAN: A Game of Dungeon Craft,2013,2,4,60,9,75.0,5.94,14502.0,2.0,410,"Action Points, Cooperative Game, Dice Rolling, Modular Board",Unknown
93493,Perigon,2011,2,2,40,8,37.0,6.23,14503.0,2.5,77,Unknown,Unknown
4281,Freeloader,2002,3,6,90,10,199.0,5.64,14504.0,1.59,621,"Modular Board, Roll / Spin and Move, Trading",Abstract Games
2111,Nix fr Ungut!,1996,2,5,45,10,35.0,6.22,14505.0,1.33,69,Unknown,Unknown
6130,Wohrom: Swords and Magic Against Evil Forces,1981,2,2,360,10,31.0,6.59,14506.0,3.4,74,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Variable Set-up",Unknown
272711,Monsters vs. Heroes: Volume 2 - Cthulhu Mythos,2019,2,8,30,8,32.0,6.49,14507.0,0.0,81,"Card Drafting, Take That",Unknown
3552,Infinity,1974,2,4,60,10,52.0,6.04,14508.0,1.67,149,"Set Collection, Tile Placement",Unknown
168446,Doggy GO!,2014,1,4,15,6,92.0,5.86,14509.0,1.0,191,"Set Collection, Tile Placement",Unknown
174529,Waterloo: Enemy Mistakes,2015,2,3,150,13,31.0,6.7,14510.0,3.6,113,"Auction/Bidding, Dice Rolling",Wargames
3245,Cerberus: The Proxima Centauri Campaign,1979,2,2,120,12,65.0,6.16,14511.0,2.63,232,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
154682,Gib Gas!,2014,2,6,20,8,60.0,5.9,14512.0,1.0,116,"Auction/Bidding, Simultaneous Action Selection",Unknown
7026,"Grunt: Tactical Combat in Vietnam, 1965",1971,1,2,120,12,46.0,6.21,14513.0,2.75,192,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Variable Set-up",Wargames
16389,Undercut,2004,3,5,30,8,32.0,6.22,14514.0,2.33,28,"Auction/Bidding, Set Collection",Abstract Games
66277,Sync Up!,2009,3,6,0,13,31.0,6.56,14515.0,1.0,73,"Betting and Bluffing, Paper-and-Pencil",Unknown
6698,Shadowrun Duels,2003,2,2,30,8,153.0,5.73,14516.0,2.3,297,"Action Points, Dice Rolling, Variable Player Powers",Customizable Games
25925,Origin of Failing Water,2005,3,4,30,10,84.0,5.78,14517.0,2.15,125,Trick-taking,Unknown
162070,Populi Turolii,2014,3,8,20,8,36.0,6.27,14518.0,1.0,49,"Hand Management, Variable Player Powers, Voting",Unknown
176400,The King's Men,2015,2,5,45,8,36.0,6.85,14519.0,1.33,47,"Card Drafting, Dice Rolling, Take That",Unknown
25470,Summertime,2006,2,2,30,8,133.0,5.68,14520.0,1.58,270,"Card Drafting, Hand Management, Pattern Building, Tile Placement",Unknown
186722,True Messiah,2018,2,4,120,13,30.0,7.16,14521.0,3.25,58,"Auction/Bidding, Deck Bag and Pool Building, Grid Movement, Hand Management, Tile Placement",Unknown
283849,The Only Word: the Party Word Game,2019,1,12,20,6,30.0,6.5,14522.0,1.0,37,"Communication Limits, Cooperative Game, Deduction, Induction, Solo / Solitaire Game, Speed Matching, Team-Based Game",Unknown
17909,PS,1988,2,4,45,8,36.0,6.27,14523.0,2.17,82,Dice Rolling,Unknown
158760,Quack a-doodle Moo!,2014,3,8,30,7,31.0,6.24,14524.0,1.0,70,"Acting, Memory",Unknown
15311,Halli Galli Extreme,2005,2,6,20,6,313.0,5.7,14525.0,1.24,681,"Acting, Memory, Pattern Recognition",Unknown
10326,Woods & Water,1995,2,4,60,0,48.0,6.47,14526.0,1.25,99,"Card Drafting, Roll / Spin and Move",Unknown
230065,Ink Monsters,2017,2,6,30,6,47.0,6.01,14527.0,0.0,127,"Card Drafting, Hand Management, Set Collection",Unknown
33870,Quest Master,2002,2,6,60,14,38.0,6.48,14528.0,1.8,71,"Roll / Spin and Move, Variable Player Powers",Unknown
231273,TerrorEyes,2017,2,6,10,5,43.0,6.05,14529.0,1.0,108,Dice Rolling,Unknown
9343,Stapelei,2001,1,4,10,4,31.0,6.24,14530.0,0.0,60,Unknown,Children's Games
33359,Weilong,2007,2,5,20,0,111.0,5.76,14531.0,1.48,284,"Dice Rolling, Set Collection, Variable Player Powers",Family Games
101685,Dead Fellas,2011,2,6,30,8,90.0,5.89,14532.0,1.33,267,"Hand Management, Set Collection",Unknown
217268,Wy?cig Odkrywc¢w,0,1,4,120,10,38.0,6.38,14533.0,3.0,64,Point to Point Movement,Unknown
180908,Alan's Adventureland,2016,3,4,90,14,98.0,5.77,14534.0,2.0,237,"Card Drafting, Set Collection",Unknown
4434,The Poll Game,2000,2,8,60,15,46.0,6.26,14535.0,1.0,72,Voting,Unknown
257076,Vollpfosten,2018,3,8,20,7,41.0,6.15,14536.0,0.0,86,Pattern Recognition,Unknown
300023,Die verlassene Bibliothek,2020,1,4,75,12,39.0,6.09,14537.0,2.0,100,Cooperative Game,Unknown
26560,Asalto al Banco de Inglaterra,1982,2,6,120,8,43.0,6.19,14538.0,1.75,72,Roll / Spin and Move,Unknown
6988,Nile,1967,2,4,60,6,72.0,5.96,14539.0,1.78,227,Tile Placement,Unknown
13017,Animal Olympics,1989,2,4,10,7,65.0,5.9,14540.0,1.0,108,Betting and Bluffing,Unknown
254029,Grand Dog Park,2018,2,6,30,8,33.0,6.9,14541.0,1.33,80,"Take That, Variable Player Powers",Unknown
5994,Tsushima,1989,2,2,240,12,71.0,5.94,14542.0,2.59,386,Hexagon Grid,Wargames
2833,Wanted!,1999,3,5,15,7,306.0,5.69,14543.0,1.0,648,Unknown,Children's Games
19630,Bone Wars: The Game of Ruthless Paleontology,2005,2,4,45,10,76.0,5.92,14544.0,1.67,126,Set Collection,Unknown
120801,Nizam,2012,1,5,30,7,46.0,6.17,14545.0,2.0,55,"Card Drafting, Hand Management, Modular Board, Pattern Building, Set Collection",Unknown
20810,Jenga Ultimate,1995,0,0,20,6,103.0,5.81,14546.0,1.0,204,Dice Rolling,Unknown
260037,Composition,2020,2,5,60,8,34.0,9.19,14547.0,1.0,44,"Card Drafting, Variable Player Powers",Unknown
317321,Darkest Dungeon: The Board Game,2021,1,4,120,14,65.0,7.11,14548.0,3.4,103,"Cooperative Game, Role Playing",Unknown
187806,TimeBomb II,2015,4,6,30,0,45.0,6.02,14549.0,1.5,91,Unknown,Unknown
210935,10 Dwarves,2016,2,4,10,8,31.0,6.24,14550.0,1.5,52,"Card Drafting, Cooperative Game, Memory, Pattern Building, Variable Player Powers",Unknown
173800,Adorable Pandaring,2015,3,5,10,10,221.0,5.72,14551.0,1.22,549,"Hand Management, Set Collection",Unknown
139842,Quinto Imprio,2013,2,4,90,8,40.0,6.67,14552.0,1.5,101,"Campaign / Battle Card Driven, Dice Rolling, Set Collection",Unknown
11125,The Marne: Home Before the Leaves Fall,1972,2,2,4,12,40.0,6.19,14553.0,2.3,152,Hexagon Grid,Wargames
155113,Ark of Animals,2014,2,4,30,6,61.0,5.92,14554.0,1.0,73,"Memory, Set Collection, Tile Placement",Unknown
10171,RisiKo! Master,2002,3,6,180,0,78.0,6.02,14555.0,2.5,171,"Area-Impulse, Dice Rolling",Wargames
173673,Legendary Showdown: Machines & Magic,2015,2,7,60,12,51.0,6.09,14556.0,1.0,222,"Hand Management, Player Elimination, Rock-Paper-Scissors, Take That",Unknown
10783,The Official Dealer McDope Dealing Game,1971,2,5,90,0,40.0,7.14,14557.0,2.0,106,"Commodity Speculation, Dice Rolling, Trading",Unknown
88011,AstroNuts,2012,2,4,30,8,53.0,6.15,14558.0,1.2,119,"Betting and Bluffing, Dice Rolling, Trading, Variable Player Powers",Unknown
7081,Portable Adventures: Lair of the Rat-King,2003,2,4,60,13,95.0,5.81,14559.0,1.38,269,"Dice Rolling, Hand Management",Unknown
11027,Reich: The Iron Dream of German Unification,1979,1,4,180,12,33.0,6.33,14560.0,2.83,116,"Area Majority / Influence, Area Movement, Card Drafting, Income, Player Elimination",Wargames
30164,Mechwarrior Solaris VII,2007,2,8,20,12,37.0,6.24,14561.0,1.0,104,"Dice Rolling, Hexagon Grid, Set Collection, Variable Player Powers",Unknown
175274,Labyrinth: The Paths of Destiny (Second Edition),2015,2,6,60,8,80.0,5.92,14562.0,2.29,87,"Area Movement, Dice Rolling, Hand Management, Hexagon Grid, Pattern Building, Tile Placement, Variable Player Powers",Unknown
28121,Fluxx en Espa¤ol,2006,2,6,30,8,117.0,5.76,14563.0,1.2,269,Unknown,Unknown
36332,Field Command: Singapore 1942,2009,2,3,240,8,40.0,6.77,14564.0,1.67,108,"Area Movement, Dice Rolling",Wargames
11124,Operation Sea Lion,1997,2,2,240,12,42.0,6.27,14565.0,3.0,319,"Dice Rolling, Hexagon Grid",Wargames
153811,Wu Wei: Journey of the Changing Path,2014,1,6,90,14,34.0,7.22,14566.0,4.0,121,"Grid Movement, Modular Board, Point to Point Movement",Unknown
3337,Double Down,1993,2,8,30,8,586.0,5.61,14567.0,1.06,1216,"Player Elimination, Take That","Family Games, Party Games"
161887,Amber Route,2014,2,4,60,8,95.0,5.68,14568.0,1.5,191,"Dice Rolling, Hand Management, Modular Board, Point to Point Movement",Unknown
40198,Oktoberfest,2017,3,5,90,14,56.0,6.09,14569.0,2.67,252,"Area Majority / Influence, Auction/Bidding, Commodity Speculation, Stock Holding",Unknown
19414,H2Olland,2005,2,4,60,8,59.0,6.03,14570.0,3.29,74,"Tile Placement, Variable Phase Order",Unknown
13436,Hopp hopp Hschen,2004,2,5,15,3,170.0,5.69,14571.0,1.0,263,Dice Rolling,Children's Games
55222,Clue: The Office,2009,3,6,45,9,131.0,5.87,14572.0,1.67,389,"Hand Management, Point to Point Movement, Roll / Spin and Move",Unknown
4537,Baston,1985,2,6,120,12,41.0,6.18,14573.0,3.0,105,"Action Points, Action Queue, Modular Board, Point to Point Movement, Simultaneous Action Selection",Unknown
19432,Hexagonal Chess,1936,2,2,40,10,36.0,7.07,14574.0,4.0,46,Grid Movement,Abstract Games
189816,Taco Takeover,2015,2,4,20,6,42.0,6.11,14575.0,1.0,109,"Pattern Building, Take That",Unknown
30951,Nanu?,1989,2,4,10,4,86.0,5.82,14576.0,1.0,201,"Dice Rolling, Memory",Children's Games
138206,How Many?,2013,2,2,15,8,49.0,6.06,14577.0,1.5,150,Memory,Unknown
4675,"Knights of Justice: The Siege of Malta, 1565",1986,2,2,120,12,65.0,6.02,14578.0,3.17,323,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation",Wargames
9784,Cold Days in Hell,2000,2,4,300,12,30.0,6.47,14579.0,3.75,107,"Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid",Wargames
261738,Blankout,2018,1,99,15,6,30.0,6.27,14580.0,1.0,72,"Dice Rolling, Paper-and-Pencil",Unknown
257633,Nexus Infernum,2019,2,5,90,12,31.0,6.45,14581.0,2.0,65,"Dice Rolling, Set Collection, Worker Placement",Unknown
31070,Horse Fair Card Game,2007,2,6,20,6,78.0,5.8,14582.0,1.08,124,"Set Collection, Voting",Family Games
209649,Aurimentic,2016,2,4,90,12,92.0,6.11,14583.0,3.0,168,"Area Majority / Influence, Dice Rolling, Modular Board",Unknown
26446,LovePigs (Porcellini),2007,4,14,15,10,58.0,6.33,14584.0,1.0,118,"Acting, Card Drafting, Modular Board, Team-Based Game",Unknown
276641,Super Punch Fighter,2019,1,6,45,14,35.0,6.39,14585.0,0.0,107,Cooperative Game,Unknown
163144,Scheffeln,2014,2,8,20,10,73.0,5.82,14586.0,1.67,110,Unknown,Unknown
24127,Pokmon Trading Figure Game,2006,2,2,10,0,72.0,6.15,14587.0,1.36,102,Area Movement,Customizable Games
118001,Kleine Fotosafari,2012,2,4,20,6,95.0,5.75,14588.0,1.29,156,Pattern Building,Unknown
167718,Escola de Dragäes,2014,2,4,15,8,38.0,6.3,14589.0,1.0,81,Card Drafting,Unknown
184861,Hawken: Real-Time Card Game - Scout vs. Grenadier,2014,2,2,20,14,30.0,6.23,14590.0,1.0,118,"Campaign / Battle Card Driven, Hand Management, Simultaneous Action Selection",Unknown
182540,Robots & Rockets,2015,2,4,35,8,39.0,6.22,14591.0,1.0,131,"Hand Management, Set Collection, Take That",Unknown
156113,Grim End Manor,2014,2,6,30,12,44.0,6.03,14592.0,1.5,87,"Card Drafting, Hand Management",Unknown
38826,San Juan Hill: The Santiago Campaign 1898,2009,2,2,60,12,40.0,6.33,14593.0,2.33,263,Hexagon Grid,"Abstract Games, Wargames"
